valueid,datavalue,valuedatetime,utc_offset
1011958081,17.8,2025-08-30 18:30:00,-5
1011963367,17.8,2025-08-30 18:45:00,-5
1011968322,17.7,2025-08-30 19:00:00,-5
1011973405,17.6,2025-08-30 19:15:00,-5
1011978309,17.5,2025-08-30 19:30:00,-5
1011983478,17.4,2025-08-30 19:45:00,-5
1011988553,17.3,2025-08-30 20:00:00,-5
1011993546,17.2,2025-08-30 20:15:00,-5
1011998431,17.1,2025-08-30 20:30:00,-5
1012003482,17.0,2025-08-30 20:45:00,-5
1012008354,17.0,2025-08-30 21:00:00,-5
1012013402,16.9,2025-08-30 21:15:00,-5
1012018355,16.8,2025-08-30 21:30:00,-5
1012023392,16.8,2025-08-30 21:45:00,-5
1012028601,16.7,2025-08-30 22:00:00,-5
1012033858,16.6,2025-08-30 22:15:00,-5
1012038719,16.6,2025-08-30 22:30:00,-5
1012043941,16.5,2025-08-30 22:45:00,-5
1012048923,16.5,2025-08-30 23:00:00,-5
1012054032,16.4,2025-08-30 23:15:00,-5
1012058973,16.4,2025-08-30 23:30:00,-5
1012064012,16.3,2025-08-30 23:45:00,-5
1012069026,16.2,2025-08-31 00:00:00,-5
1012074111,16.2,2025-08-31 00:15:00,-5
1012078965,16.1,2025-08-31 00:30:00,-5
1012084095,16.1,2025-08-31 00:45:00,-5
1012089008,16.0,2025-08-31 01:00:00,-5
1012094051,16.0,2025-08-31 01:15:00,-5
1012099040,15.9,2025-08-31 01:30:00,-5
1012104110,15.9,2025-08-31 01:45:00,-5
1012109269,15.8,2025-08-31 02:00:00,-5
1012114496,15.78,2025-08-31 02:15:00,-5
1012119458,15.7,2025-08-31 02:30:00,-5
1012124727,15.6,2025-08-31 02:45:00,-5
1012129640,15.6,2025-08-31 03:00:00,-5
1012134699,15.5,2025-08-31 03:15:00,-5
1012139694,15.5,2025-08-31 03:30:00,-5
1012144732,15.4,2025-08-31 03:45:00,-5
1012149803,15.32,2025-08-31 04:00:00,-5
1012154894,15.3,2025-08-31 04:15:00,-5
1012159685,15.2,2025-08-31 04:30:00,-5
1012164780,15.2,2025-08-31 04:45:00,-5
1012169710,15.1,2025-08-31 05:00:00,-5
1012174791,15.1,2025-08-31 05:15:00,-5
1012179669,15.0,2025-08-31 05:30:00,-5
1012184833,15.0,2025-08-31 05:45:00,-5
1012190016,15.0,2025-08-31 06:00:00,-5
1012195293,14.9,2025-08-31 06:15:00,-5
1012200273,14.9,2025-08-31 06:30:00,-5
1012205496,14.92,2025-08-31 06:45:00,-5
1012210407,15.0,2025-08-31 07:00:00,-5
1012215933,15.1,2025-08-31 07:15:00,-5
1012220861,15.2,2025-08-31 07:30:00,-5
1012225988,15.3,2025-08-31 07:45:00,-5
1012231146,15.4,2025-08-31 08:00:00,-5
1012236299,15.6,2025-08-31 08:15:00,-5
1012241213,15.7,2025-08-31 08:30:00,-5
1012246325,15.8,2025-08-31 08:45:00,-5
1012251353,15.9,2025-08-31 09:00:00,-5
1012256597,16.1,2025-08-31 09:15:00,-5
1012261669,16.3,2025-08-31 09:30:00,-5
1012266946,16.5,2025-08-31 09:45:00,-5
1012271975,16.7,2025-08-31 10:00:00,-5
1012277506,16.8,2025-08-31 10:15:00,-5
1012283031,17.0,2025-08-31 10:30:00,-5
1012288450,17.2,2025-08-31 10:45:00,-5
1012293538,17.5,2025-08-31 11:00:00,-5
1012298679,17.8,2025-08-31 11:15:00,-5
1012303699,18.0,2025-08-31 11:30:00,-5
1012308868,18.1,2025-08-31 11:45:00,-5
1012314110,18.1,2025-08-31 12:00:00,-5
1012319223,18.0,2025-08-31 12:15:00,-5
1012324240,18.0,2025-08-31 12:30:00,-5
1012329481,18.0,2025-08-31 12:45:00,-5
1012334539,18.1,2025-08-31 13:00:00,-5
1012339730,18.1,2025-08-31 13:15:00,-5
1012344826,18.2,2025-08-31 13:30:00,-5
1012350029,18.2,2025-08-31 13:45:00,-5
1012355385,18.2,2025-08-31 14:00:00,-5
1012360764,18.3,2025-08-31 14:15:00,-5
1012365660,18.3,2025-08-31 14:30:00,-5
1012371232,18.3,2025-08-31 14:45:00,-5
1012376134,18.4,2025-08-31 15:00:00,-5
1012381550,18.3,2025-08-31 15:15:00,-5
1012386484,18.4,2025-08-31 15:30:00,-5
1012391568,18.4,2025-08-31 15:45:00,-5
1012396767,18.4,2025-08-31 16:00:00,-5
1012401944,18.4,2025-08-31 16:15:00,-5
1012406807,18.4,2025-08-31 16:30:00,-5
1012411911,18.4,2025-08-31 16:45:00,-5
1012416971,18.4,2025-08-31 17:00:00,-5
1012422135,18.4,2025-08-31 17:15:00,-5
1012427198,18.4,2025-08-31 17:30:00,-5
1012432361,18.4,2025-08-31 17:45:00,-5
1012437607,18.3,2025-08-31 18:00:00,-5
1012442875,18.3,2025-08-31 18:15:00,-5
1012447721,18.3,2025-08-31 18:30:00,-5
1012453130,18.2,2025-08-31 18:45:00,-5
1012458219,18.2,2025-08-31 19:00:00,-5
1012463403,18.1,2025-08-31 19:15:00,-5
1012468354,18.1,2025-08-31 19:30:00,-5
1012473429,18.0,2025-08-31 19:45:00,-5
1012478547,17.9,2025-08-31 20:00:00,-5
1012483754,17.9,2025-08-31 20:15:00,-5
1012488669,17.8,2025-08-31 20:30:00,-5
1012493669,17.8,2025-08-31 20:45:00,-5
1012498703,17.7,2025-08-31 21:00:00,-5
1012503825,17.7,2025-08-31 21:15:00,-5
1012508718,17.7,2025-08-31 21:30:00,-5
1012513765,17.6,2025-08-31 21:45:00,-5
1012518939,17.6,2025-08-31 22:00:00,-5
1012524121,17.5,2025-08-31 22:15:00,-5
1012529002,17.5,2025-08-31 22:30:00,-5
1012534304,17.4,2025-08-31 22:45:00,-5
1012539362,17.4,2025-08-31 23:00:00,-5
1012544488,17.3,2025-08-31 23:15:00,-5
1012549360,17.3,2025-08-31 23:30:00,-5
1012554434,17.2,2025-08-31 23:45:00,-5
1012559486,17.2,2025-09-01 00:00:00,-5
1012564627,17.2,2025-09-01 00:15:00,-5
1012569545,17.1,2025-09-01 00:30:00,-5
1012574618,17.1,2025-09-01 00:45:00,-5
1012579568,17.0,2025-09-01 01:00:00,-5
1012584644,16.9,2025-09-01 01:15:00,-5
1012589610,16.9,2025-09-01 01:30:00,-5
1012594635,16.8,2025-09-01 01:45:00,-5
1012599836,16.8,2025-09-01 02:00:00,-5
1012605075,16.8,2025-09-01 02:15:00,-5
1012609962,16.7,2025-09-01 02:30:00,-5
1012615315,16.7,2025-09-01 02:45:00,-5
1012620302,16.6,2025-09-01 03:00:00,-5
1012625389,16.6,2025-09-01 03:15:00,-5
1012630274,16.5,2025-09-01 03:30:00,-5
1012635336,16.5,2025-09-01 03:45:00,-5
1012640273,16.5,2025-09-01 04:00:00,-5
1012645496,16.4,2025-09-01 04:15:00,-5
1012650268,16.4,2025-09-01 04:30:00,-5
1012655349,16.4,2025-09-01 04:45:00,-5
1012660317,16.4,2025-09-01 05:00:00,-5
1012665344,16.3,2025-09-01 05:15:00,-5
1012670314,16.3,2025-09-01 05:30:00,-5
1012675411,16.3,2025-09-01 05:45:00,-5
1012680566,16.2,2025-09-01 06:00:00,-5
1012686223,16.2,2025-09-01 06:15:00,-5
1012691028,16.2,2025-09-01 06:30:00,-5
1012696373,16.2,2025-09-01 06:45:00,-5
1012701503,16.3,2025-09-01 07:00:00,-5
1012706582,16.3,2025-09-01 07:15:00,-5
1012711442,16.4,2025-09-01 07:30:00,-5
1012716585,16.5,2025-09-01 07:45:00,-5
1012721594,16.6,2025-09-01 08:00:00,-5
1012726877,16.7,2025-09-01 08:15:00,-5
1012731762,16.9,2025-09-01 08:30:00,-5
1012736873,17.0,2025-09-01 08:45:00,-5
1012742275,17.1,2025-09-01 09:00:00,-5
1012747245,17.2,2025-09-01 09:15:00,-5
1012752292,17.4,2025-09-01 09:30:00,-5
1012757403,17.5,2025-09-01 09:45:00,-5
1012762630,17.7,2025-09-01 10:00:00,-5
1012768681,17.8,2025-09-01 10:15:00,-5
1012773808,18.0,2025-09-01 10:30:00,-5
1012778929,18.0,2025-09-01 10:45:00,-5
1012784078,18.22,2025-09-01 11:00:00,-5
1012789369,18.4,2025-09-01 11:15:00,-5
1012794132,18.7,2025-09-01 11:30:00,-5
1012799385,18.8,2025-09-01 11:45:00,-5
1012804351,18.8,2025-09-01 12:00:00,-5
1012809912,18.8,2025-09-01 12:15:00,-5
1012814907,18.8,2025-09-01 12:30:00,-5
1012819818,18.8,2025-09-01 12:45:00,-5
1012824839,18.8,2025-09-01 13:00:00,-5
1012830088,18.9,2025-09-01 13:15:00,-5
1012835083,18.9,2025-09-01 13:30:00,-5
1012840198,19.0,2025-09-01 13:45:00,-5
1012845687,19.0,2025-09-01 14:00:00,-5
1012851006,19.0,2025-09-01 14:15:00,-5
1012856025,19.0,2025-09-01 14:30:00,-5
1012861518,19.0,2025-09-01 14:45:00,-5
1012866546,19.0,2025-09-01 15:00:00,-5
1012872214,18.9,2025-09-01 15:15:00,-5
1012877254,18.9,2025-09-01 15:30:00,-5
1012882382,18.9,2025-09-01 15:45:00,-5
1012887481,18.8,2025-09-01 16:00:00,-5
1012892767,18.8,2025-09-01 16:15:00,-5
1012897886,18.8,2025-09-01 16:30:00,-5
1012903088,18.8,2025-09-01 16:45:00,-5
1012908006,18.7,2025-09-01 17:00:00,-5
1012913130,18.7,2025-09-01 17:15:00,-5
1012918239,18.7,2025-09-01 17:30:00,-5
1012923350,18.7,2025-09-01 17:45:00,-5
1012928628,18.6,2025-09-01 18:00:00,-5
1012933909,18.6,2025-09-01 18:15:00,-5
1012938843,18.58,2025-09-01 18:30:00,-5
1012944178,18.5,2025-09-01 18:45:00,-5
1012949050,18.5,2025-09-01 19:00:00,-5
1012954356,18.4,2025-09-01 19:15:00,-5
1012959267,18.4,2025-09-01 19:30:00,-5
1012964352,18.3,2025-09-01 19:45:00,-5
1012969355,18.3,2025-09-01 20:00:00,-5
1012974519,18.2,2025-09-01 20:15:00,-5
1012979392,18.2,2025-09-01 20:30:00,-5
1012984488,18.2,2025-09-01 20:45:00,-5
1012989403,18.1,2025-09-01 21:00:00,-5
1012994423,18.1,2025-09-01 21:15:00,-5
1012999332,18.0,2025-09-01 21:30:00,-5
1013004432,17.95,2025-09-01 21:45:00,-5
1013009689,17.9,2025-09-01 22:00:00,-5
1013014946,17.8,2025-09-01 22:15:00,-5
1013019902,17.8,2025-09-01 22:30:00,-5
1013025157,17.7,2025-09-01 22:45:00,-5
1013030179,17.6,2025-09-01 23:00:00,-5
1013035490,17.5,2025-09-01 23:15:00,-5
1013040376,17.5,2025-09-01 23:30:00,-5
1013045462,17.4,2025-09-01 23:45:00,-5
1013050463,17.3,2025-09-02 00:00:00,-5
1013055657,17.3,2025-09-02 00:15:00,-5
1013060519,17.2,2025-09-02 00:30:00,-5
1013065532,17.15,2025-09-02 00:45:00,-5
1013070492,17.1,2025-09-02 01:00:00,-5
1013075700,17.0,2025-09-02 01:15:00,-5
1013080638,17.0,2025-09-02 01:30:00,-5
1013085724,16.9,2025-09-02 01:45:00,-5
1013091038,16.9,2025-09-02 02:00:00,-5
1013096266,16.8,2025-09-02 02:15:00,-5
1013101190,16.8,2025-09-02 02:30:00,-5
1013106489,16.8,2025-09-02 02:45:00,-5
1013111508,16.7,2025-09-02 03:00:00,-5
1013116977,16.7,2025-09-02 03:15:00,-5
1013121876,16.6,2025-09-02 03:30:00,-5
1013126963,16.6,2025-09-02 03:45:00,-5
1013131952,16.6,2025-09-02 04:00:00,-5
1013137105,16.5,2025-09-02 04:15:00,-5
1013142094,16.5,2025-09-02 04:30:00,-5
1013147168,16.5,2025-09-02 04:45:00,-5
1013152137,16.5,2025-09-02 05:00:00,-5
1013157181,16.5,2025-09-02 05:15:00,-5
1013162169,16.4,2025-09-02 05:30:00,-5
1013167138,16.4,2025-09-02 05:45:00,-5
1013172531,16.4,2025-09-02 06:00:00,-5
1013177755,16.4,2025-09-02 06:15:00,-5
1013182623,16.4,2025-09-02 06:30:00,-5
1013187847,16.4,2025-09-02 06:45:00,-5
1013192844,16.4,2025-09-02 07:00:00,-5
1013197948,16.5,2025-09-02 07:15:00,-5
1013202808,16.6,2025-09-02 07:30:00,-5
1013207929,16.6,2025-09-02 07:45:00,-5
1013212932,16.7,2025-09-02 08:00:00,-5
1013218352,16.8,2025-09-02 08:15:00,-5
1013223222,17.0,2025-09-02 08:30:00,-5
1013228288,17.1,2025-09-02 08:45:00,-5
1013233408,17.2,2025-09-02 09:00:00,-5
1013238540,17.3,2025-09-02 09:15:00,-5
1013243590,17.4,2025-09-02 09:30:00,-5
1013248663,17.5,2025-09-02 09:45:00,-5
1013254023,17.6,2025-09-02 10:00:00,-5
1013259387,17.7,2025-09-02 10:15:00,-5
1013264843,17.8,2025-09-02 10:30:00,-5
1013270228,17.82,2025-09-02 10:45:00,-5
1013275421,17.9,2025-09-02 11:00:00,-5
1013280514,18.0,2025-09-02 11:15:00,-5
1013285542,18.1,2025-09-02 11:30:00,-5
1013290802,18.1,2025-09-02 11:45:00,-5
1013295914,18.2,2025-09-02 12:00:00,-5
1013301270,18.2,2025-09-02 12:15:00,-5
1013306361,18.2,2025-09-02 12:30:00,-5
1013311560,18.3,2025-09-02 12:45:00,-5
1013316657,18.4,2025-09-02 13:00:00,-5
1013322010,18.4,2025-09-02 13:15:00,-5
1013326958,18.5,2025-09-02 13:30:00,-5
1013332250,18.5,2025-09-02 13:45:00,-5
1013337599,18.6,2025-09-02 14:00:00,-5
1013342840,18.7,2025-09-02 14:15:00,-5
1013347797,18.7,2025-09-02 14:30:00,-5
1013353179,18.8,2025-09-02 14:45:00,-5
1013358334,18.8,2025-09-02 15:00:00,-5
1013363712,18.8,2025-09-02 15:15:00,-5
1013368674,18.7,2025-09-02 15:30:00,-5
1013373827,18.7,2025-09-02 15:45:00,-5
1013383976,18.7,2025-09-02 16:15:00,-5
1013389044,18.7,2025-09-02 16:30:00,-5
1013393977,18.72,2025-09-02 16:45:00,-5
1013399102,18.8,2025-09-02 17:00:00,-5
1013404506,18.8,2025-09-02 17:15:00,-5
1013409305,18.8,2025-09-02 17:30:00,-5
1013414401,18.8,2025-09-02 17:45:00,-5
1013419677,18.7,2025-09-02 18:00:00,-5
1013425067,18.7,2025-09-02 18:15:00,-5
1013429999,18.7,2025-09-02 18:30:00,-5
1013435332,18.6,2025-09-02 18:45:00,-5
1013440438,18.6,2025-09-02 19:00:00,-5
1013445804,18.55,2025-09-02 19:15:00,-5
1013450738,18.5,2025-09-02 19:30:00,-5
1013455842,18.5,2025-09-02 19:45:00,-5
1013460840,18.5,2025-09-02 20:00:00,-5
1013466097,18.4,2025-09-02 20:15:00,-5
1013471103,18.4,2025-09-02 20:30:00,-5
1013476302,18.4,2025-09-02 20:45:00,-5
1013481240,18.3,2025-09-02 21:00:00,-5
1013486354,18.3,2025-09-02 21:15:00,-5
1013491288,18.3,2025-09-02 21:30:00,-5
1013496352,18.2,2025-09-02 21:45:00,-5
1013501614,18.2,2025-09-02 22:00:00,-5
1013506894,18.1,2025-09-02 22:15:00,-5
1013511806,18.1,2025-09-02 22:30:00,-5
1013517093,18.0,2025-09-02 22:45:00,-5
1013522190,18.0,2025-09-02 23:00:00,-5
1013527306,18.0,2025-09-02 23:15:00,-5
1013532155,17.9,2025-09-02 23:30:00,-5
1013537297,17.9,2025-09-02 23:45:00,-5
1013542353,17.9,2025-09-03 00:00:00,-5
1013547437,17.8,2025-09-03 00:15:00,-5
1013552425,17.8,2025-09-03 00:30:00,-5
1013557439,17.7,2025-09-03 00:45:00,-5
1013562469,17.7,2025-09-03 01:00:00,-5
1013567563,17.6,2025-09-03 01:15:00,-5
1013572586,17.6,2025-09-03 01:30:00,-5
1013577674,17.5,2025-09-03 01:45:00,-5
1013582862,17.5,2025-09-03 02:00:00,-5
1013588398,17.5,2025-09-03 02:15:00,-5
1013593338,17.4,2025-09-03 02:30:00,-5
1013598663,17.4,2025-09-03 02:45:00,-5
1013603771,17.3,2025-09-03 03:00:00,-5
1013608851,17.3,2025-09-03 03:15:00,-5
1013613758,17.2,2025-09-03 03:30:00,-5
1013618827,17.2,2025-09-03 03:45:00,-5
1013623831,17.1,2025-09-03 04:00:00,-5
1013628980,17.1,2025-09-03 04:15:00,-5
1013633977,17.0,2025-09-03 04:30:00,-5
1013639002,17.0,2025-09-03 04:45:00,-5
1013643976,16.9,2025-09-03 05:00:00,-5
1013649086,16.9,2025-09-03 05:15:00,-5
1013654125,16.9,2025-09-03 05:30:00,-5
1013659149,16.8,2025-09-03 05:45:00,-5
1013664360,16.8,2025-09-03 06:00:00,-5
1013669648,16.7,2025-09-03 06:15:00,-5
1013674548,16.7,2025-09-03 06:30:00,-5
1013679811,16.7,2025-09-03 06:45:00,-5
1013685001,16.7,2025-09-03 07:00:00,-5
1013690094,16.8,2025-09-03 07:15:00,-5
1013695078,16.9,2025-09-03 07:30:00,-5
1013700163,17.0,2025-09-03 07:45:00,-5
1013705245,17.1,2025-09-03 08:00:00,-5
1013710306,17.2,2025-09-03 08:15:00,-5
1013715364,17.3,2025-09-03 08:30:00,-5
1013720464,17.5,2025-09-03 08:45:00,-5
1013725498,17.6,2025-09-03 09:00:00,-5
1013730670,17.7,2025-09-03 09:15:00,-5
1013735753,17.8,2025-09-03 09:30:00,-5
1013740809,17.9,2025-09-03 09:45:00,-5
1013746170,18.1,2025-09-03 10:00:00,-5
1013751671,18.2,2025-09-03 10:15:00,-5
1013757064,18.3,2025-09-03 10:30:00,-5
1013762549,18.3,2025-09-03 10:45:00,-5
1013767601,18.5,2025-09-03 11:00:00,-5
1013772948,18.8,2025-09-03 11:15:00,-5
1013777966,19.0,2025-09-03 11:30:00,-5
1013783117,19.1,2025-09-03 11:45:00,-5
1013788206,19.0,2025-09-03 12:00:00,-5
1013792686,19.0,2025-09-03 12:15:00,-5
1013797767,19.1,2025-09-03 12:30:00,-5
1013802862,19.2,2025-09-03 12:45:00,-5
1013807993,19.2,2025-09-03 13:00:00,-5
1013813195,19.2,2025-09-03 13:15:00,-5
1013818297,19.2,2025-09-03 13:30:00,-5
1013823451,19.2,2025-09-03 13:45:00,-5
1013828695,19.2,2025-09-03 14:00:00,-5
1013834106,19.2,2025-09-03 14:15:00,-5
1013839071,19.2,2025-09-03 14:30:00,-5
1013844533,19.2,2025-09-03 14:45:00,-5
1013849514,19.2,2025-09-03 15:00:00,-5
1013854923,19.2,2025-09-03 15:15:00,-5
1013859861,19.2,2025-09-03 15:30:00,-5
1013864975,19.2,2025-09-03 15:45:00,-5
1013870035,19.2,2025-09-03 16:00:00,-5
1013875248,19.2,2025-09-03 16:15:00,-5
1013880333,19.2,2025-09-03 16:30:00,-5
1013885434,19.2,2025-09-03 16:45:00,-5
1013890866,19.2,2025-09-03 17:00:00,-5
1013895783,19.1,2025-09-03 17:15:00,-5
1013900840,19.1,2025-09-03 17:30:00,-5
1013905897,19.1,2025-09-03 17:45:00,-5
1013911057,19.0,2025-09-03 18:00:00,-5
1013916453,19.0,2025-09-03 18:15:00,-5
1013921509,18.9,2025-09-03 18:30:00,-5
1013926913,18.8,2025-09-03 18:45:00,-5
1013931986,18.8,2025-09-03 19:00:00,-5
1013937339,18.7,2025-09-03 19:15:00,-5
1013942297,18.6,2025-09-03 19:30:00,-5
1013947362,18.6,2025-09-03 19:45:00,-5
1013952350,18.5,2025-09-03 20:00:00,-5
1013957631,18.5,2025-09-03 20:15:00,-5
1013962661,18.4,2025-09-03 20:30:00,-5
1013967702,18.4,2025-09-03 20:45:00,-5
1013972695,18.4,2025-09-03 21:00:00,-5
1013977845,18.4,2025-09-03 21:15:00,-5
1013982845,18.3,2025-09-03 21:30:00,-5
1013987922,18.3,2025-09-03 21:45:00,-5
1013993098,18.3,2025-09-03 22:00:00,-5
1013998454,18.2,2025-09-03 22:15:00,-5
1014003436,18.2,2025-09-03 22:30:00,-5
1014008803,18.2,2025-09-03 22:45:00,-5
1014013949,18.1,2025-09-03 23:00:00,-5
1014019194,18.1,2025-09-03 23:15:00,-5
1014024095,18.1,2025-09-03 23:30:00,-5
1014029135,18.1,2025-09-03 23:45:00,-5
1014034120,18.0,2025-09-04 00:00:00,-5
1014039257,18.0,2025-09-04 00:15:00,-5
1014044260,18.0,2025-09-04 00:30:00,-5
1014049291,18.0,2025-09-04 00:45:00,-5
1014054208,17.9,2025-09-04 01:00:00,-5
1014059366,17.9,2025-09-04 01:15:00,-5
1014064368,17.9,2025-09-04 01:30:00,-5
1014069437,17.8,2025-09-04 01:45:00,-5
1014074574,17.8,2025-09-04 02:00:00,-5
1014080131,17.72,2025-09-04 02:15:00,-5
1014085171,17.7,2025-09-04 02:30:00,-5
1014090510,17.7,2025-09-04 02:45:00,-5
1014095449,17.7,2025-09-04 03:00:00,-5
1014100780,17.6,2025-09-04 03:15:00,-5
1014105698,17.6,2025-09-04 03:30:00,-5
1014110720,17.6,2025-09-04 03:45:00,-5
1014115724,17.6,2025-09-04 04:00:00,-5
1014120879,17.6,2025-09-04 04:15:00,-5
1014125886,17.5,2025-09-04 04:30:00,-5
1014130940,17.5,2025-09-04 04:45:00,-5
1014135848,17.5,2025-09-04 05:00:00,-5
1014141084,17.5,2025-09-04 05:15:00,-5
1014146084,17.4,2025-09-04 05:30:00,-5
1014151145,17.4,2025-09-04 05:45:00,-5
1014156296,17.4,2025-09-04 06:00:00,-5
1014161599,17.4,2025-09-04 06:15:00,-5
1014167059,17.3,2025-09-04 06:30:00,-5
1014171893,17.33,2025-09-04 06:45:00,-5
1014176832,17.4,2025-09-04 07:00:00,-5
1014182205,17.4,2025-09-04 07:15:00,-5
1014187017,17.5,2025-09-04 07:30:00,-5
1014192071,17.6,2025-09-04 07:45:00,-5
1014197207,17.7,2025-09-04 08:00:00,-5
1014202436,17.8,2025-09-04 08:15:00,-5
1014208243,17.9,2025-09-04 08:30:00,-5
1014213084,18.1,2025-09-04 08:45:00,-5
1014217678,18.2,2025-09-04 09:00:00,-5
1014222907,18.37,2025-09-04 09:15:00,-5
1014227943,18.5,2025-09-04 09:30:00,-5
1014233059,18.7,2025-09-04 09:45:00,-5
1014238284,18.9,2025-09-04 10:00:00,-5
1014243767,19.0,2025-09-04 10:15:00,-5
1014249701,19.2,2025-09-04 10:30:00,-5
1014254673,19.4,2025-09-04 10:45:00,-5
1014259729,19.7,2025-09-04 11:00:00,-5
1014264931,20.0,2025-09-04 11:15:00,-5
1014269930,20.2,2025-09-04 11:30:00,-5
1014275031,20.2,2025-09-04 11:45:00,-5
1014280034,20.2,2025-09-04 12:00:00,-5
1014285257,20.1,2025-09-04 12:15:00,-5
1014290312,20.1,2025-09-04 12:30:00,-5
1014295376,20.2,2025-09-04 12:45:00,-5
1014300566,20.2,2025-09-04 13:00:00,-5
1014305691,20.2,2025-09-04 13:15:00,-5
1014310724,20.3,2025-09-04 13:30:00,-5
1014316214,20.3,2025-09-04 13:45:00,-5
1014321106,20.3,2025-09-04 14:00:00,-5
1014326574,20.3,2025-09-04 14:15:00,-5
1014331364,20.33,2025-09-04 14:30:00,-5
1014336896,20.4,2025-09-04 14:45:00,-5
1014341813,20.4,2025-09-04 15:00:00,-5
1014346998,20.4,2025-09-04 15:15:00,-5
1014351879,20.4,2025-09-04 15:30:00,-5
1014356863,20.4,2025-09-04 15:45:00,-5
1014362393,20.4,2025-09-04 16:00:00,-5
1014367009,20.4,2025-09-04 16:15:00,-5
1014372018,20.4,2025-09-04 16:30:00,-5
1014377100,20.3,2025-09-04 16:45:00,-5
1014381998,20.3,2025-09-04 17:00:00,-5
1014387117,20.2,2025-09-04 17:15:00,-5
1014392111,20.2,2025-09-04 17:30:00,-5
1014397068,20.18,2025-09-04 17:45:00,-5
1014402231,20.6,2025-09-04 18:00:00,-5
1014407522,21.5,2025-09-04 18:15:00,-5
1014412420,21.5,2025-09-04 18:30:00,-5
1014417661,21.7,2025-09-04 18:45:00,-5
1014422811,21.9,2025-09-04 19:00:00,-5
1014427996,21.8,2025-09-04 19:15:00,-5
1014432965,21.62,2025-09-04 19:30:00,-5
1014437979,21.5,2025-09-04 19:45:00,-5
1014442960,21.4,2025-09-04 20:00:00,-5
1014448100,21.3,2025-09-04 20:15:00,-5
1014452997,21.2,2025-09-04 20:30:00,-5
1014458152,21.1,2025-09-04 20:45:00,-5
1014463124,21.0,2025-09-04 21:00:00,-5
1014468288,21.0,2025-09-04 21:15:00,-5
1014473279,20.9,2025-09-04 21:30:00,-5
1014478305,20.7,2025-09-04 21:45:00,-5
1014483409,20.9,2025-09-04 22:00:00,-5
1014488739,21.2,2025-09-04 22:15:00,-5
1014493648,21.0,2025-09-04 22:30:00,-5
1014498924,21.0,2025-09-04 22:45:00,-5
1014503880,21.0,2025-09-04 23:00:00,-5
1014509041,20.9,2025-09-04 23:15:00,-5
1014514028,20.8,2025-09-04 23:30:00,-5
1014519102,20.7,2025-09-04 23:45:00,-5
1014524124,20.7,2025-09-05 00:00:00,-5
1014529281,20.6,2025-09-05 00:15:00,-5
1014534235,20.5,2025-09-05 00:30:00,-5
1014539385,20.5,2025-09-05 00:45:00,-5
1014544368,20.4,2025-09-05 01:00:00,-5
1014549941,20.4,2025-09-05 01:15:00,-5
1014554970,20.3,2025-09-05 01:30:00,-5
1014559980,20.3,2025-09-05 01:45:00,-5
1014565146,20.2,2025-09-05 02:00:00,-5
1014570497,20.2,2025-09-05 02:15:00,-5
1014575404,20.1,2025-09-05 02:30:00,-5
1014580710,20.0,2025-09-05 02:45:00,-5
1014585684,20.0,2025-09-05 03:00:00,-5
1014590765,19.9,2025-09-05 03:15:00,-5
1014596131,19.9,2025-09-05 03:30:00,-5
1014649484,19.5,2025-09-05 07:45:00,-5
1014654458,19.5,2025-09-05 08:00:00,-5
1014659590,19.6,2025-09-05 08:15:00,-5
1014664512,19.6,2025-09-05 08:30:00,-5
1014681773,19.7,2025-09-05 08:45:00,-5
1014688041,19.8,2025-09-05 09:00:00,-5
1014693332,20.0,2025-09-05 09:15:00,-5
1014698434,20.0,2025-09-05 09:30:00,-5
1014703518,20.1,2025-09-05 09:45:00,-5
1014708836,20.2,2025-09-05 10:00:00,-5
1014714283,20.3,2025-09-05 10:15:00,-5
1014719736,20.5,2025-09-05 10:30:00,-5
1014725065,20.7,2025-09-05 10:45:00,-5
1014730171,21.0,2025-09-05 11:00:00,-5
1014735429,21.3,2025-09-05 11:15:00,-5
1014740593,21.4,2025-09-05 11:30:00,-5
1014745720,21.5,2025-09-05 11:45:00,-5
1014750827,21.4,2025-09-05 12:00:00,-5
1014756899,21.4,2025-09-05 12:15:00,-5
1014761973,21.4,2025-09-05 12:30:00,-5
1014767152,21.4,2025-09-05 12:45:00,-5
1014772274,21.4,2025-09-05 13:00:00,-5
1014777644,21.5,2025-09-05 13:15:00,-5
1014782904,21.6,2025-09-05 13:30:00,-5
1014788112,21.6,2025-09-05 13:45:00,-5
1014793410,21.7,2025-09-05 14:00:00,-5
1014798934,21.7,2025-09-05 14:15:00,-5
1014803867,21.7,2025-09-05 14:30:00,-5
1014809248,21.7,2025-09-05 14:45:00,-5
1014814337,21.7,2025-09-05 15:00:00,-5
1014819501,21.7,2025-09-05 15:15:00,-5
1014824989,21.7,2025-09-05 15:30:00,-5
1014835954,21.7,2025-09-05 15:45:00,-5
1014841384,21.7,2025-09-05 16:00:00,-5
1014846321,21.7,2025-09-05 16:15:00,-5
1014851376,21.7,2025-09-05 16:30:00,-5
1014856121,21.67,2025-09-05 16:45:00,-5
1014861147,21.6,2025-09-05 17:00:00,-5
1014866337,21.6,2025-09-05 17:15:00,-5
1014871515,21.55,2025-09-05 17:30:00,-5
1014876568,21.5,2025-09-05 17:45:00,-5
1014881802,21.5,2025-09-05 18:00:00,-5
1014887086,21.4,2025-09-05 18:15:00,-5
